"Cell","Time","Daughter cell 1","Daughter cell 2","Division point 1","Division point 2","TimeHours1","TimeHours2","Lineage","DirectMother","OldestAncestor","TimeHours1_Birth","TimeHours2_Birth","Area_At_Division","Area_Daughter1_At_Division","Area_Daughter2_At_Division","Symmetry","DT_Used_To_Compute_Growth","karea","kmaj","kmin","theta","phi","aniso","kx","ky","Mean_Time_Division","Mean_Time_Birth","Cell_Cycle_Duration"
"Cell 164",4,182,183,245,246,71,96,12,"Cell 103","Cell 11",47,71,235.969300000001,188.99026790289,46.9790320971104,0.398179187691876,25,0.0227353891916589,0.0177814766960976,0.00432836270092975,268.694164050757,-0.000844893032875536,0.756580244998455,0.00436862581975199,0.0177412135772753,83.5,59,24.5
"Cell 165",4,184,185,248,247,71,96,12,"Cell 103","Cell 11",47,71,322.981049999999,209.203055525956,113.777994474043,0.70454904071953,25,0.0196533849759522,0.014913373266043,0.0049099788769125,265.104323842506,0.000613416697035514,0.670766714590838,0.00504719488362747,0.014776157259328,83.5,59,24.5
"Cell 186",2,187,188,145,144,22,47,25,NA,"Cell 186",NA,NA,205.345,105.456579666298,99.8884203337022,0.972883881601228,25,0.0461574999396767,0.0249513404072305,0.0212710436757353,14.3334247953081,-0.00153113623059361,0.147498958830633,0.0247788454328462,0.0214435386501197,34.5,NA,NA
"Cell 187",3,193,194,207,208,47,71,25,"Cell 186","Cell 186",22,47,334.3662,196.109511374669,138.256688625331,0.826977658778496,24,0.035952444449834,0.0233885926407492,0.0123503704251458,-87.5318412058309,0.00107076759313028,0.471948970387038,0.0123517388270751,0.0233872242388199,59,34.5,24.5
"Cell 188",2,189,190,146,147,22,47,25,"Cell 186","Cell 186",22,47,25.5444,14.0586086330936,11.4857913669065,0.899280575539568,25,0.0461574999396767,0.0249513404072305,0.0212710436757353,14.3334247953081,-0.00153113623059361,0.147498958830633,0.0247788454328462,0.0214435386501197,34.5,34.5,0
"Cell 189",3,191,192,249,204,47,71,25,"Cell 188","Cell 186",22,47,174.30525,103.593543224105,70.7117067758956,0.811354870560645,24,0.0342980844349754,0.0227754894317422,0.0112352246374758,-88.243101017738,0.00161947388478355,0.506696676216441,0.0112352435285021,0.0227754705407159,59,34.5,24.5
"Cell 190",4,197,198,250,251,71,96,25,"Cell 188","Cell 186",22,47,397.02075,238.267184501419,158.753565498581,0.799724273850075,25,0.0159145336737319,0.015321546294921,0.00121851729867017,268.933027332395,-0.00209916973450785,0.920470344492964,0.00125454589735439,0.0152855176962368,83.5,34.5,49
"Cell 193",3,195,196,205,206,47,71,25,"Cell 187","Cell 186",47,71,135.60505,76.7165733579334,58.8884766420667,0.868529256721142,24,0.035952444449834,0.0233885926407492,0.0123503704251458,-87.5318412058309,0.00107076759313028,0.471948970387038,0.0123517388270751,0.0233872242388199,59,59,0
"Cell 217",2,219,220,128,129,22,47,14,"Cell 13","Cell 13",0,22,123.16885,69.766918162377,53.4019318376231,0.867133724762764,25,0.0381445537182354,0.02111243498956,0.0154965223229814,269.588606862389,-0.00060067165807537,0.266000234902117,0.0155051138270298,0.0211038434855117,34.5,11,23.5
"Cell 223",2,224,225,280,281,22,47,28,NA,"Cell 223",NA,NA,142.57285,68.1306548505984,74.4421951494019,0.955731120624975,25,0.0339385300637471,0.0223914952243716,0.0118945205443577,39.6505962125697,-2.91677030680206e-05,0.468792931192406,0.0184446349277458,0.0158413808409835,34.5,NA,NA
